id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g001,index fit,80,49,18,50,348,ship,baseline,monotonic-signal
g002,join width,62,33,35,87,251,ship,edge,drag-penalty
g003,constraint risk,56,63,24,28,230,ship,recovery,confidence-floor
g004,plan drift,57,10,41,42,70,hold,negative,lane-boundary
g005,index fit,61,56,30,96,337,ship,baseline,monotonic-signal
g006,join width,110,47,26,85,464,ship,edge,drag-penalty
g007,constraint risk,94,10,4,41,364,ship,recovery,confidence-floor
g008,plan drift,90,29,37,66,275,ship,negative,lane-boundary
g009,index fit,47,76,34,40,203,ship,baseline,monotonic-signal
g010,join width,117,67,34,32,379,ship,edge,drag-penalty
g011,constraint risk,68,30,14,75,344,ship,recovery,confidence-floor
g012,plan drift,91,14,27,101,368,ship,negative,lane-boundary
g013,index fit,106,8,40,76,286,ship,baseline,monotonic-signal
g014,join width,73,43,22,25,245,ship,edge,drag-penalty
g015,constraint risk,60,28,14,90,346,ship,recovery,confidence-floor
g016,plan drift,57,58,33,41,204,ship,negative,lane-boundary
g017,index fit,103,40,23,64,402,ship,baseline,monotonic-signal
g018,join width,85,69,40,37,267,ship,edge,drag-penalty
g019,constraint risk,80,16,8,71,374,ship,recovery,confidence-floor
g020,plan drift,37,27,36,49,83,hold,negative,lane-boundary
g021,index fit,107,70,9,86,588,ship,baseline,monotonic-signal
g022,join width,57,59,39,27,148,watch,edge,drag-penalty
g023,constraint risk,80,21,14,41,294,ship,recovery,confidence-floor
g024,plan drift,95,74,45,95,398,ship,negative,lane-boundary
g025,index fit,62,58,20,84,370,ship,baseline,monotonic-signal
g026,join width,49,28,9,40,238,ship,edge,drag-penalty
g027,constraint risk,90,50,26,65,370,ship,recovery,confidence-floor
g028,plan drift,114,29,15,39,403,ship,negative,lane-boundary
g029,index fit,41,21,11,31,172,watch,baseline,monotonic-signal
g030,join width,52,54,31,74,257,ship,edge,drag-penalty
g031,constraint risk,61,38,22,100,349,ship,recovery,confidence-floor
g032,plan drift,33,68,19,75,290,ship,negative,lane-boundary
g033,index fit,103,15,19,24,292,ship,baseline,monotonic-signal
g034,join width,97,61,41,89,386,ship,edge,drag-penalty
g035,constraint risk,98,52,12,40,418,ship,recovery,confidence-floor
g036,plan drift,102,15,25,63,337,ship,negative,lane-boundary
g037,index fit,63,34,7,36,294,ship,baseline,monotonic-signal
g038,join width,47,11,41,70,98,hold,edge,drag-penalty
g039,constraint risk,43,72,18,48,279,ship,recovery,confidence-floor
g040,plan drift,88,35,8,85,464,ship,negative,lane-boundary
g041,index fit,70,19,25,26,175,watch,baseline,monotonic-signal
g042,join width,109,13,35,40,258,ship,edge,drag-penalty
g043,constraint risk,44,48,21,94,311,ship,recovery,confidence-floor
g044,plan drift,59,33,36,83,229,ship,negative,lane-boundary
g045,index fit,114,63,24,39,426,ship,baseline,monotonic-signal
g046,join width,101,45,41,64,316,ship,edge,drag-penalty
g047,constraint risk,98,74,30,38,368,ship,recovery,confidence-floor
g048,plan drift,56,21,5,30,245,ship,negative,lane-boundary
g049,index fit,38,32,36,73,144,watch,baseline,monotonic-signal
g050,join width,33,75,11,99,392,ship,edge,drag-penalty
g051,constraint risk,78,64,42,74,300,ship,recovery,confidence-floor
g052,plan drift,60,26,38,23,88,hold,negative,lane-boundary
g053,index fit,98,9,16,88,408,ship,baseline,monotonic-signal
g054,join width,33,63,7,39,268,ship,edge,drag-penalty
g055,constraint risk,48,33,4,62,314,ship,recovery,confidence-floor
g056,plan drift,103,55,4,35,469,ship,negative,lane-boundary
g057,index fit,90,34,26,69,346,ship,baseline,monotonic-signal
g058,join width,43,26,39,47,80,hold,edge,drag-penalty
g059,constraint risk,67,59,10,84,437,ship,recovery,confidence-floor
